"name","email","location","address1","address2","note","phone","city","postal","call_ahead","clinic_date","clinic_opentime","clinic_closetime"
"Metro Pharmacy","","","371 St. Paul Avenue East","","","519 758-0300","Brantford","N3R4N5","1","2013-11-13","10:00","16:00"
"Metro Pharmacy","","","371 St. Paul Avenue East","","","519 758-0300","Brantford","N3R4N5","1","2013-11-14","10:00","16:00"
"Metro Pharmacy","","","371 St. Paul Avenue East","","","519 758-0300","Brantford","N3R4N5","1","2013-11-21","10:00","16:00"
"Metro Pharmacy","","","371 St. Paul Avenue East","","","519 758-0300","Brantford","N3R4N5","1","2013-11-22","10:00","16:00"
"Metro Pharmacy","","","371 St. Paul Avenue East","","","519 758-0300","Brantford","N3R4N5","1","2013-11-27","10:00","16:00"
"Metro Pharmacy","","","371 St. Paul Avenue East","","","519 758-0300","Brantford","N3R4N5","1","2013-11-28","10:00","16:00"
"Medical Place Pharmacy ","","","20 Emma St Suite 110","","","519 358 1000","Chatham","N7L5K5","0","2013-10-26","09:00","12:00"
"Medical Place Pharmacy ","","","20 Emma St Suite 110","","","519 358 1000","Chatham","N7L5K5","0","2013-10-29","17:00","20:00"
"Medical Place Pharmacy ","","","20 Emma St Suite 110","","","519 358 1000","Chatham","N7L5K5","0","2013-11-09","09:00","12:00"
"Medical Place Pharmacy ","","","20 Emma St Suite 110","","","519 358 1000","Chatham","N7L5K5","0","2013-11-12","17:00","20:00"
"Medical Place Pharmacy ","","","20 Emma St Suite 110","","","519 358 1000","Chatham","N7L5K5","0","2013-11-23","09:00","12:00"
"Medical Place Pharmacy ","","","20 Emma St Suite 110","","","519 358 1000","Chatham","N7L5K5","0","2013-11-28","17:00","20:00"
"Medical Place Pharmacy ","","","20 Emma St Suite 110","","","519 358 1000","Chatham","N7L5K5","0","2013-12-07","09:00","12:00"
"Medical Place Pharmacy ","","","20 Emma St Suite 110","","","519 358 1000","Chatham","N7L5K5","0","2013-12-10","17:00","20:00"
"Medical Place Pharmacy ","","","20 Emma St Suite 110","","","519 358 1000","Chatham","N7L5K5","0","2013-12-21","09:00","12:00"
"SOBEYS PHARMACY","jeff.butler@sobeyspharmacy.com","","215 PARK AVE WEST","","Walk ins accepted.","519 380-0988","chatham","N7M1W3","0","2013-10-30","14:00","19:00"
"SOBEYS PHARMACY","jeff.butler@sobeyspharmacy.com","","215 PARK AVE WEST","","Walk ins accepted.","519 380-0988","chatham","N7M1W3","0","2013-11-08","09:00","21:00"
"Pharmasave Bayly Pharmacy","","","1235 Bayly Street","Unit/Suite 5","No appointment necessary.
Walk-ins always welcome.","905 492-6161","Pickering","L1W1L7","0","2013-10-16","09:00","20:00"
"Sobeys Pharmacy","","","1899 Brock Rd","","Call first for other clinic times","905 619-0291","Pickering","L1V4H7","1","2013-10-21","15:00","19:00"
"Sobeys Pharmacy","","","1615 Dundas Street East","","","905 435-0804","Whitby","L1N2L1","1","2013-10-21","17:00","20:00"
"Sobeys Pharmacy","","","1615 Dundas Street East","","","905 435-0804","Whitby","L1N2L1","1","2013-10-25","09:00","13:00"
"Prescription Pharmacy","rxpharmacist@lovelldrugs.com","","11 Gibb St","","","905 432-2610","Oshawa","L1H2J9","0","2013-10-18","09:00","17:00"
"Prescription Pharmacy","rxpharmacist@lovelldrugs.com","","11 Gibb St","","","905 432-2610","Oshawa","L1H2J9","0","2013-10-23","13:00","20:00"
"Prescription Pharmacy","rxpharmacist@lovelldrugs.com","","11 Gibb St","","","905 432-2610","Oshawa","L1H2J9","0","2013-10-25","09:00","17:00"
"Prescription Pharmacy","rxpharmacist@lovelldrugs.com","","11 Gibb St","","","905 432-2610","Oshawa","L1H2J9","0","2013-11-01","09:00","17:00"
"Prescription Pharmacy","rxpharmacist@lovelldrugs.com","","11 Gibb St","","","905 432-2610","Oshawa","L1H2J9","0","2013-11-04","10:00","18:00"
"Prescription Pharmacy","rxpharmacist@lovelldrugs.com","","11 Gibb St","","","905 432-2610","Oshawa","L1H2J9","0","2013-12-02","09:00","17:00"
"Prescription Pharmacy","rxpharmacist@lovelldrugs.com","","11 Gibb St","","","905 432-2610","Oshawa","L1H2J9","0","2013-12-09","09:00","17:00"
"LOBLAW PHARMACY  2842  Oshawa","","","481 GIBB STREET","","","905 743-0049","Oshawa","L1J 1Z4","0","2013-11-09","09:00","17:00"
"Loblaw Pharmacy","","","1385 Harmony Road ( North)","","Walk-in clinic on Nov 10th starting 10am to 6pm. No appointments are required","905 433-9503","Oshawa","L1H7K5","0","2013-11-10","10:00","18:00"
"Drug Basics Pharmacy ","","","280 Harwood Avenue South","","

Hours of operation: 
Monday-Friday 9:00am-9:00pm
Saturday 9:00am-6:00pm
Sunday 11:00am-5:00pm
","905 428-9292","Ajax","L1S2J1","0","2013-10-29","09:00","15:00"
"Drug Basics Pharmacy ","","","280 Harwood Avenue South","","

Hours of operation: 
Monday-Friday 9:00am-9:00pm
Saturday 9:00am-6:00pm
Sunday 11:00am-5:00pm
","905 428-9292","Ajax","L1S2J1","0","2013-11-05","09:00","15:00"
"Drug Basics Pharmacy ","","","280 Harwood Avenue South","","

Hours of operation: 
Monday-Friday 9:00am-9:00pm
Saturday 9:00am-6:00pm
Sunday 11:00am-5:00pm
","905 428-9292","Ajax","L1S2J1","0","2013-11-12","09:00","15:00"
"Shoppers Drug Mart #1251 (J. Koo Family Healthcare Inc.)","","","1 King Ave. East","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","905 987-0000","Newcastle","L1B1H3","1","2013-10-19","09:00","16:30"
"Shoppers Drug Mart #1251 (J. Koo Family Healthcare Inc.)","","","1 King Ave. East","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","905 987-0000","Newcastle","L1B1H3","1","2013-11-23","09:00","16:30"
"Shoppers Drug Mart #1251 (J. Koo Family Healthcare Inc.)","","","1 King Ave. East","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","905 987-0000","Newcastle","L1B1H3","1","2013-11-27","16:00","20:00"
"Lovell Drugs","kingstpharmacist@lovelldrugs.com","","8 King St East","","No appointments necessary
Store hours
Monday to Friday 9am- 5:30pm
Saturday 9am- 4pm","905 723-2245","Oshawa","L1H1A9","0","2013-10-28","09:00","17:00"
"Lovell Drugs","kingstpharmacist@lovelldrugs.com","","8 King St East","","No appointments necessary
Store hours
Monday to Friday 9am- 5:30pm
Saturday 9am- 4pm","905 723-2245","Oshawa","L1H1A9","0","2013-10-30","09:00","17:00"
"Lovell Drugs","kingstpharmacist@lovelldrugs.com","","8 King St East","","No appointments necessary
Store hours
Monday to Friday 9am- 5:30pm
Saturday 9am- 4pm","905 723-2245","Oshawa","L1H1A9","0","2013-12-16","09:00","17:00"
"Metro Pharmacy","","","243 King Street East","","Hours of operation: 
Monday-Friday 9:00am-9:00pm
Saturday 9:00am-6:00pm
Sunday 11:00am-5:00pm
","905 623-4447","Bowmanville","L1C3X1","0","2013-10-30","13:00","19:00"
"Metro Pharmacy","","","243 King Street East","","Hours of operation: 
Monday-Friday 9:00am-9:00pm
Saturday 9:00am-6:00pm
Sunday 11:00am-5:00pm
","905 623-4447","Bowmanville","L1C3X1","0","2013-11-12","15:00","21:00"
"Metro Pharmacy","","","243 King Street East","","Hours of operation: 
Monday-Friday 9:00am-9:00pm
Saturday 9:00am-6:00pm
Sunday 11:00am-5:00pm
","905 623-4447","Bowmanville","L1C3X1","0","2013-11-22","15:00","21:00"
"LOBLAW PHARMACY 1012 AJAX","","","30 KINGSTON RD WEST","","","905 683-5573","Ajax","L1T4K8","1","2013-11-09","09:30","17:30"
"SOBEYS PHARMACY AJAX","","","260 KINGSTON RD. W","","Walk In welcome or call ahead to book for appointment

Pharmacy Hours:
Monday to Friday 9am-9pm
Saturday 9am-6pm
Sunday  10am-5pm","905 426-7288","Ajax","L1T4E4","0","2013-10-25","10:00","14:00"
"SOBEYS PHARMACY AJAX","","","260 KINGSTON RD. W","","Walk In welcome or call ahead to book for appointment

Pharmacy Hours:
Monday to Friday 9am-9pm
Saturday 9am-6pm
Sunday  10am-5pm","905 426-7288","Ajax","L1T4E4","0","2013-10-25","15:00","19:00"
"SOBEYS PHARMACY AJAX","","","260 KINGSTON RD. W","","Walk In welcome or call ahead to book for appointment

Pharmacy Hours:
Monday to Friday 9am-9pm
Saturday 9am-6pm
Sunday  10am-5pm","905 426-7288","Ajax","L1T4E4","0","2013-10-26","09:30","13:30"
"SOBEYS PHARMACY AJAX","","","260 KINGSTON RD. W","","Walk In welcome or call ahead to book for appointment

Pharmacy Hours:
Monday to Friday 9am-9pm
Saturday 9am-6pm
Sunday  10am-5pm","905 426-7288","Ajax","L1T4E4","0","2013-10-26","10:00","13:00"
"SOBEYS PHARMACY AJAX","","","260 KINGSTON RD. W","","Walk In welcome or call ahead to book for appointment

Pharmacy Hours:
Monday to Friday 9am-9pm
Saturday 9am-6pm
Sunday  10am-5pm","905 426-7288","Ajax","L1T4E4","0","2013-10-30","16:00","19:30"
"SHOPPERS DRUG MART #1222    A.S.M. PHARMACY INC.","","","1105 KINGSTON ROAD","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","905 420-4247","Pickering","L1V1B5","1","2013-10-14","08:00","22:00"
"Courtice Pharmasave ","courtice.pharmasave@rogers.com","","2727 Courtice Road","","Please call the store for appointment","905 432-8888","Courtice","L1E3A2","1","2013-11-06","11:00","17:00"
"Courtice Pharmasave ","courtice.pharmasave@rogers.com","","2727 Courtice Road","","Please call the store for appointment","905 432-8888","Courtice","L1E3A2","1","2013-11-13","11:00","17:00"
"Courtice Pharmasave ","courtice.pharmasave@rogers.com","","2727 Courtice Road","","Please call the store for appointment","905 432-8888","Courtice","L1E3A2","1","2013-11-20","11:00","17:00"
"Courtice Pharmasave ","courtice.pharmasave@rogers.com","","2727 Courtice Road","","Please call the store for appointment","905 432-8888","Courtice","L1E3A2","1","2013-11-27","11:00","17:00"
"Courtice Pharmasave ","courtice.pharmasave@rogers.com","","2727 Courtice Road","","Please call the store for appointment","905 432-8888","Courtice","L1E3A2","1","2013-12-04","11:00","17:00"
"Courtice Pharmasave ","courtice.pharmasave@rogers.com","","2727 Courtice Road","","Please call the store for appointment","905 432-8888","Courtice","L1E3A2","1","2013-12-11","11:00","17:00"
"Port Perry Pharmacy","","","209 Queen Street","","Walk-inns accepted Week days 9:00 am to 4:pm ","905 985-2231","Port Perry","L9L1B9","0","2013-11-01","10:00","16:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-10-16","10:00","18:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-10-21","14:00","19:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-10-28","14:00","19:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-10-28","14:00","19:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-11-01","09:00","17:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-11-04","14:00","19:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-11-11","14:00","19:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-11-13","14:00","19:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-11-25","14:00","19:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-12-02","14:00","19:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-12-04","10:00","18:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-12-09","14:00","19:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-12-11","10:00","18:00"
"Lovell Drugs","rosspharmacist@lovelldrugs.com","","500 Rossland Road West","","","905 728-4668","Oshawa","L1J3H2","0","2013-12-16","14:00","19:00"
"Loblaw Pharmacy ","","","1893 Scugog St.","","Flu shot not available until mid December","908 985-3308","Port Perry","L9L1H9","0","2013-10-15","10:00","17:00"
"Loblaw Pharmacy ","","","1893 Scugog St.","","Flu shot not available until mid December","908 985-3308","Port Perry","L9L1H9","0","2013-11-09","09:00","18:00"
"Shoppers Drug Mart #616","asdm616@shoppersdrugmart.ca","","300 Taunton Rd E","","please call the store to book an appointment

905 579 1900  x33","905-579-1900","Oshawa","L1G7T4","1","1969-12-31","16:00","19:00"
"Shoppers Drug Mart #616","asdm616@shoppersdrugmart.ca","","300 Taunton Rd E","","please call the store to book an appointment

905 579 1900  x33","905-579-1900","Oshawa","L1G7T4","1","2013-10-15","16:00","18:30"
"Shoppers Drug Mart #616","asdm616@shoppersdrugmart.ca","","300 Taunton Rd E","","please call the store to book an appointment

905 579 1900  x33","905-579-1900","Oshawa","L1G7T4","1","2013-10-24","12:30","15:30"
"Shoppers Drug Mart #616","asdm616@shoppersdrugmart.ca","","300 Taunton Rd E","","please call the store to book an appointment

905 579 1900  x33","905-579-1900","Oshawa","L1G7T4","1","2013-10-29","16:00","18:30"
"Shoppers Drug Mart #616","asdm616@shoppersdrugmart.ca","","300 Taunton Rd E","","please call the store to book an appointment

905 579 1900  x33","905-579-1900","Oshawa","L1G7T4","1","2013-11-07","12:30","15:30"
"Shoppers Drug Mart #616","asdm616@shoppersdrugmart.ca","","300 Taunton Rd E","","please call the store to book an appointment

905 579 1900  x33","905-579-1900","Oshawa","L1G7T4","1","2013-11-12","16:00","19:00"
"Shoppers Drug Mart #616","asdm616@shoppersdrugmart.ca","","300 Taunton Rd E","","please call the store to book an appointment

905 579 1900  x33","905-579-1900","Oshawa","L1G7T4","1","2013-11-14","11:00","14:00"
"Shoppers Drug Mart #616","asdm616@shoppersdrugmart.ca","","300 Taunton Rd E","","please call the store to book an appointment

905 579 1900  x33","905-579-1900","Oshawa","L1G7T4","1","2013-11-18","11:00","14:00"
"Shoppers Drug Mart #616","asdm616@shoppersdrugmart.ca","","300 Taunton Rd E","","please call the store to book an appointment

905 579 1900  x33","905-579-1900","Oshawa","L1G7T4","1","2013-11-19","16:00","18:45"
"Simcoe North Pharmacy","simcoenorthpharmacy@rogers.com","","1053 Simcoe St. North","Unit/Suite 7A","","905 720-1800","Oshawa","L1G4X1","1","2013-10-30","09:00","13:00"
"Simcoe North Pharmacy","simcoenorthpharmacy@rogers.com","","1053 Simcoe St. North","Unit/Suite 7A","","905 720-1800","Oshawa","L1G4X1","1","2013-11-05","09:00","13:00"
"Simcoe North Pharmacy","simcoenorthpharmacy@rogers.com","","1053 Simcoe St. North","Unit/Suite 7A","","905 720-1800","Oshawa","L1G4X1","1","2013-11-05","09:00","13:00"
"AlykhanHirani Pharmacy Limited","","","4081 Thickson Road North","Unit/Suite c","","905 655-1352","Whitby","L1R 2X3","0","2013-11-01","08:00","12:00"
"Metro Pharmacy","","","4111 Thickson Road North","","","905 655-1553","Whitby","L1R2X3","1","2013-11-06","16:00","20:00"
"Metro Pharmacy","","","4111 Thickson Road North","","","905 655-1553","Whitby","L1R2X3","1","2013-11-13","16:00","20:00"
"Metro Pharmacy","","","4111 Thickson Road North","","","905 655-1553","Whitby","L1R2X3","1","2013-11-20","16:00","20:00"
"Metro Pharmacy","","","4111 Thickson Road North","","","905 655-1553","Whitby","L1R2X3","1","2013-11-24","11:00","17:00"
"Pharmasave Uxbridge Medical Pharmacy #705","","","29 Toronto Street South","Unit/Suite 1B","NO APPOINTMENT NECESSARY.  Walk-ins welcome at any time from 9am - 7pm on Mondays and 9am-6pm Tuesdays, Wednesdays, and Thursdays.  Walk ins will also be accepted on certain Fridays and Saturdays, please check schedule to verify.","905 862-2800","Uxbridge","L9P1V9","0","2013-10-15","09:00","18:00"
"Pharmasave Uxbridge Medical Pharmacy #705","","","29 Toronto Street South","Unit/Suite 1B","NO APPOINTMENT NECESSARY.  Walk-ins welcome at any time from 9am - 7pm on Mondays and 9am-6pm Tuesdays, Wednesdays, and Thursdays.  Walk ins will also be accepted on certain Fridays and Saturdays, please check schedule to verify.","905 862-2800","Uxbridge","L9P1V9","0","2013-10-16","09:00","18:00"
"Pharmasave Uxbridge Medical Pharmacy #705","","","29 Toronto Street South","Unit/Suite 1B","NO APPOINTMENT NECESSARY.  Walk-ins welcome at any time from 9am - 7pm on Mondays and 9am-6pm Tuesdays, Wednesdays, and Thursdays.  Walk ins will also be accepted on certain Fridays and Saturdays, please check schedule to verify.","905 862-2800","Uxbridge","L9P1V9","0","2013-10-17","09:00","18:00"
"Pharmasave Uxbridge Medical Pharmacy #705","","","29 Toronto Street South","Unit/Suite 1B","NO APPOINTMENT NECESSARY.  Walk-ins welcome at any time from 9am - 7pm on Mondays and 9am-6pm Tuesdays, Wednesdays, and Thursdays.  Walk ins will also be accepted on certain Fridays and Saturdays, please check schedule to verify.","905 862-2800","Uxbridge","L9P1V9","0","2013-10-18","09:00","18:00"
"Pharmasave Uxbridge Medical Pharmacy #705","","","29 Toronto Street South","Unit/Suite 1B","NO APPOINTMENT NECESSARY.  Walk-ins welcome at any time from 9am - 7pm on Mondays and 9am-6pm Tuesdays, Wednesdays, and Thursdays.  Walk ins will also be accepted on certain Fridays and Saturdays, please check schedule to verify.","905 862-2800","Uxbridge","L9P1V9","0","2013-10-19","09:00","16:00"
"Pharmasave Uxbridge Medical Pharmacy #705","","","29 Toronto Street South","Unit/Suite 1B","NO APPOINTMENT NECESSARY.  Walk-ins welcome at any time from 9am - 7pm on Mondays and 9am-6pm Tuesdays, Wednesdays, and Thursdays.  Walk ins will also be accepted on certain Fridays and Saturdays, please check schedule to verify.","905 862-2800","Uxbridge","L9P1V9","0","2013-10-21","09:00","19:00"
"Pharmasave Uxbridge Medical Pharmacy #705","","","29 Toronto Street South","Unit/Suite 1B","NO APPOINTMENT NECESSARY.  Walk-ins welcome at any time from 9am - 7pm on Mondays and 9am-6pm Tuesdays, Wednesdays, and Thursdays.  Walk ins will also be accepted on certain Fridays and Saturdays, please check schedule to verify.","905 862-2800","Uxbridge","L9P1V9","0","2013-10-22","09:00","18:00"
"Pharmasave Uxbridge Medical Pharmacy #705","","","29 Toronto Street South","Unit/Suite 1B","NO APPOINTMENT NECESSARY.  Walk-ins welcome at any time from 9am - 7pm on Mondays and 9am-6pm Tuesdays, Wednesdays, and Thursdays.  Walk ins will also be accepted on certain Fridays and Saturdays, please check schedule to verify.","905 862-2800","Uxbridge","L9P1V9","0","2013-10-23","09:00","18:00"
"Pharmasave Uxbridge Medical Pharmacy #705","","","29 Toronto Street South","Unit/Suite 1B","NO APPOINTMENT NECESSARY.  Walk-ins welcome at any time from 9am - 7pm on Mondays and 9am-6pm Tuesdays, Wednesdays, and Thursdays.  Walk ins will also be accepted on certain Fridays and Saturdays, please check schedule to verify.","905 862-2800","Uxbridge","L9P1V9","0","2013-10-24","09:00","18:00"
"Pharmasave Uxbridge Medical Pharmacy #705","","","29 Toronto Street South","Unit/Suite 1B","NO APPOINTMENT NECESSARY.  Walk-ins welcome at any time from 9am - 7pm on Mondays and 9am-6pm Tuesdays, Wednesdays, and Thursdays.  Walk ins will also be accepted on certain Fridays and Saturdays, please check schedule to verify.","905 862-2800","Uxbridge","L9P1V9","0","2013-10-25","09:00","18:00"
"Pharmasave Uxbridge Medical Pharmacy #705","","","29 Toronto Street South","Unit/Suite 1B","NO APPOINTMENT NECESSARY.  Walk-ins welcome at any time from 9am - 7pm on Mondays and 9am-6pm Tuesdays, Wednesdays, and Thursdays.  Walk ins will also be accepted on certain Fridays and Saturdays, please check schedule to verify.","905 862-2800","Uxbridge","L9P1V9","0","2013-10-26","09:00","16:00"
"Pharmasave Uxbridge Medical Pharmacy #705","","","29 Toronto Street South","Unit/Suite 1B","NO APPOINTMENT NECESSARY.  Walk-ins welcome at any time from 9am - 7pm on Mondays and 9am-6pm Tuesdays, Wednesdays, and Thursdays.  Walk ins will also be accepted on certain Fridays and Saturdays, please check schedule to verify.","905 862-2800","Uxbridge","L9P1V9","0","2013-10-28","09:00","19:00"
